time,open,high,low,close,tick_volume,spread,real_volume,MA_5,EMA_8,RSI_6
2025-04-11 00:00:00,3188.993,3220.137,3184.783,3217.686,85362,159,0,,,
2025-04-11 04:00:00,3217.693,3219.286,3187.188,3212.406,73439,159,0,,,
2025-04-11 08:00:00,3212.43,3237.84,3208.511,3213.872,73667,159,0,,,
2025-04-11 12:00:00,3213.91,3244.158,3211.033,3240.577,96913,159,0,,,
2025-04-11 16:00:00,3240.602,3245.436,3219.561,3231.084,48772,159,0,3223.125,,
2025-04-11 20:00:00,3231.057,3238.974,3230.864,3237.519,5154,159,0,3227.0916,,71.18108628806849
2025-04-13 20:00:00,3220.46,3224.786,3213.589,3223.733,19648,159,0,3229.357,,48.890936342370374
2025-04-14 00:00:00,3223.699,3245.757,3215.38,3232.444,54652,159,0,3233.0714,3227.438299549088,58.69784401638604
2025-04-14 04:00:00,3232.445,3238.198,3221.386,3228.013,39574,159,0,3230.5585999999994,3227.5660107604017,52.54367284438756
2025-04-14 08:00:00,3227.973,3231.724,3206.301,3223.359,51912,159,0,3229.0135999999998,3226.631119480312,46.41069533767368
2025-04-14 12:00:00,3223.332,3227.712,3193.552,3198.051,76175,159,0,3221.12,3220.2799818180206,26.344799974572
2025-04-14 16:00:00,3198.089,3216.602,3197.637,3212.699,32565,159,0,3218.9132,3218.595319191794,43.35483071944278
2025-04-14 20:00:00,3212.745,3215.225,3207.342,3212.626,11439,159,0,3214.9496,3217.26880381584,43.29503562426299
2025-04-15 00:00:00,3212.601,3228.936,3210.002,3228.304,34973,159,0,3215.0078000000003,3219.7210696345423,58.165175763173025
2025-04-15 04:00:00,3228.345,3232.704,3217.361,3225.671,31302,159,0,3215.4702,3221.043276382422,55.24551463309464
2025-04-15 08:00:00,3225.623,3232.171,3216.776,3220.164,31472,159,0,3219.8928,3220.847881630773,49.064215943877365
2025-04-15 12:00:00,3220.192,3226.933,3211.555,3221.371,47772,159,0,3221.6272,3220.964130157268,50.52028943884163
2025-04-15 16:00:00,3221.394,3231.877,3219.486,3229.793,21566,159,0,3225.0606,3222.926101233431,60.07636526849596
2025-04-15 20:00:00,3229.861,3251.826,3226.453,3251.78,17790,159,0,3229.7558,3229.3380787371134,75.1260883658865
2025-04-16 00:00:00,3251.804,3281.75,3251.59,3281.401,54561,159,0,3240.9018,3240.9076167955327,84.54475351678032
2025-04-16 04:00:00,3281.401,3300.663,3269.272,3300.433,44793,159,0,3256.9556000000002,3254.1354797298586,88.03728908065021
2025-04-16 08:00:00,3300.386,3317.821,3288.55,3306.842,58290,159,0,3274.0498,3265.84803978989,89.03828117610949
2025-04-16 12:00:00,3306.798,3328.141,3296.871,3325.328,72909,159,0,3293.1567999999997,3279.06580872547,91.50006787486544
2025-04-16 16:00:00,3325.216,3342.462,3321.409,3336.694,42372,159,0,3310.1396,3291.8720734531435,92.7082907531183
2025-04-16 20:00:00,3336.72,3357.738,3334.437,3350.133,22460,159,0,3323.886,3304.8189460191115,93.93209256686366
2025-04-17 00:00:00,3350.168,3356.316,3320.801,3344.538,74995,159,0,3332.707,3313.6454024593086,86.66532139931502
2025-04-17 04:00:00,3344.49,3345.445,3314.279,3323.323,51774,159,0,3336.0032,3315.7959796905734,64.1012226594305
2025-04-17 08:00:00,3323.36,3334.181,3312.657,3327.371,39098,159,0,3336.4118000000003,3318.3682064260015,66.120905376776
2025-04-17 12:00:00,3327.322,3342.409,3283.825,3296.431,99840,159,0,3328.3592,3313.493271664668,43.61486560711919
2025-04-17 16:00:00,3296.335,3322.464,3294.904,3320.747,37733,159,0,3322.482,3315.105211294742,57.316524139722674
2025-04-17 20:00:00,3320.691,3328.838,3317.996,3327.671,5309,159,0,3319.1085999999996,3317.897608784799,60.588970038903334
