time,open,high,low,close,tick_volume,spread,real_volume,MA_5,EMA_8,RSI_6
2025-04-11 00:00:00,3188.993,3217.888,3184.783,3205.6,26705,159,0,,,
2025-04-11 01:00:00,3205.55,3219.465,3200.992,3207.168,31258,159,0,,,
2025-04-11 02:00:00,3207.209,3219.899,3205.98,3217.388,16448,159,0,,,
2025-04-11 03:00:00,3217.354,3220.137,3214.168,3217.686,10951,159,0,,,
2025-04-11 04:00:00,3217.693,3218.141,3208.438,3208.601,9096,159,0,3211.2886,,
2025-04-11 05:00:00,3208.581,3219.286,3187.188,3195.822,24405,159,0,3209.333,,25.259458382256923
2025-04-11 06:00:00,3195.798,3209.574,3190.225,3197.219,22747,159,0,3207.3432000000003,,29.59437167240624
2025-04-11 07:00:00,3197.24,3213.101,3193.912,3212.406,17191,159,0,3206.3468000000003,3206.468786985656,59.919956749234174
2025-04-11 08:00:00,3212.43,3227.449,3208.511,3216.002,21943,159,0,3206.0099999999998,3208.5872787666212,64.29031254777382
2025-04-11 09:00:00,3215.984,3230.153,3211.935,3227.763,15520,159,0,3209.8424000000005,3212.8485501518167,74.99236453978673
2025-04-11 10:00:00,3227.741,3237.84,3210.102,3212.644,18545,159,0,3213.2068,3212.803094562524,51.283202365503904
2025-04-11 11:00:00,3212.629,3224.701,3211.463,3213.872,17659,159,0,3216.5374,3213.0406291041854,52.739512601435884
2025-04-11 12:00:00,3213.91,3233.991,3211.033,3233.669,21769,159,0,3220.79,3217.6247115254773,70.05618807869453
2025-04-11 13:00:00,3233.65,3244.158,3219.568,3224.124,31582,159,0,3222.4144,3219.0689978531486,57.80240876634364
2025-04-11 14:00:00,3224.082,3237.815,3222.909,3230.264,27856,159,0,3222.9145999999996,3221.5567761080047,62.82215180490847
2025-04-11 15:00:00,3230.226,3242.059,3229.404,3240.577,15706,159,0,3228.5012,3225.783492528448,70.01226038878194
2025-04-11 16:00:00,3240.602,3245.436,3219.561,3223.263,16046,159,0,3230.3794,3225.223383077682,50.38218917772836
2025-04-11 17:00:00,3223.318,3235.584,3223.318,3233.951,15012,159,0,3230.4358,3227.162853504864,58.91531281756955
2025-04-11 18:00:00,3234.013,3238.347,3231.183,3235.738,8522,159,0,3232.7586,3229.0684416148943,60.2856494198416
2025-04-11 19:00:00,3235.711,3235.711,3227.462,3231.084,9192,159,0,3232.9226000000003,3229.5163434782507,54.594746231779936
2025-04-11 20:00:00,3231.057,3238.974,3230.864,3237.519,5154,159,0,3232.3109999999997,3231.294711594195,60.74344059643272
2025-04-13 22:00:00,3220.46,3224.786,3213.589,3221.291,10073,159,0,3231.9166,3229.071664573263,43.086492688261956
2025-04-13 23:00:00,3221.333,3224.524,3216.864,3223.733,9575,159,0,3229.873,3227.8852946680936,45.92490477763577
2025-04-14 00:00:00,3223.699,3227.234,3219.172,3221.016,9705,159,0,3226.9286,3226.3587847418507,43.05783964697291
2025-04-14 01:00:00,3220.968,3243.577,3215.38,3239.702,22013,159,0,3228.6522000000004,3229.3239436881063,62.420006171118565
2025-04-14 02:00:00,3239.673,3245.757,3229.538,3232.003,14179,159,0,3227.549,3229.919289535194,53.43629871758887
2025-04-14 03:00:00,3232.001,3234.741,3226.909,3232.444,8755,159,0,3229.7796000000003,3230.480336305151,53.892429673335414
2025-04-14 04:00:00,3232.445,3235.8,3226.162,3227.431,7232,159,0,3230.5191999999997,3229.8027060151176,47.53997773723451
2025-04-14 05:00:00,3227.39,3236.043,3221.386,3234.408,10697,159,0,3233.1976000000004,3230.8261046784246,56.168762248892676
2025-04-14 06:00:00,3234.383,3238.198,3228.861,3231.059,11573,159,0,3231.469,3230.87785919433,51.307698081347866
2025-04-14 07:00:00,3231.086,3233.697,3224.73,3228.013,10072,159,0,3230.671,3230.241223817812,46.87960779502901
2025-04-14 08:00:00,3227.973,3230.07,3216.553,3227.023,14175,159,0,3229.5868,3229.5260629694094,45.353003323005694
2025-04-14 09:00:00,3226.948,3231.724,3220.894,3223.843,10931,159,0,3228.8692,3228.2631600873183,40.2951264271794
2025-04-14 10:00:00,3223.889,3224.718,3206.301,3215.266,15790,159,0,3225.0408,3225.3749022901366,29.608002455730315
2025-04-14 11:00:00,3215.235,3225.796,3213.94,3223.359,11016,159,0,3223.5008000000003,3224.926924003439,45.86504323653284
2025-04-14 12:00:00,3223.332,3227.712,3200.469,3206.788,20399,159,0,3219.2558,3220.896052002675,29.2606600523811
2025-04-14 13:00:00,3206.744,3210.684,3193.552,3204.628,31083,159,0,3214.7768,3217.280929335414,27.692503424742057
2025-04-14 14:00:00,3204.56,3215.725,3200.381,3211.223,9420,159,0,3212.2528,3215.934722816433,39.560295901902
2025-04-14 15:00:00,3211.136,3211.192,3196.298,3198.051,15273,159,0,3208.8098,3211.960562190559,28.39174418941826
2025-04-14 16:00:00,3198.089,3208.308,3197.637,3207.562,9893,159,0,3205.6503999999995,3210.9831039259902,42.46579592655331
2025-04-14 17:00:00,3207.493,3216.602,3207.018,3214.045,9033,159,0,3207.1018,3211.6635252757706,50.434166883735756
2025-04-14 18:00:00,3214.138,3214.854,3201.353,3208.11,7286,159,0,3207.7982,3210.873852992266,43.7739932869382
2025-04-14 19:00:00,3208.078,3213.054,3207.726,3212.699,6353,159,0,3208.0934,3211.279441216207,49.91131524360167
2025-04-14 20:00:00,3212.745,3213.821,3207.342,3210.376,3875,159,0,3210.5584000000003,3211.0786765014946,46.80767661101438
