time,open,high,low,close,tick_volume,spread,real_volume,MA_5,EMA_8,RSI_6
2025-04-11 00:00:00,3188.993,3190.517,3184.783,3189.997,3521,159,0,,,
2025-04-11 00:15:00,3190.047,3199.952,3188.717,3194.847,5387,159,0,,,
2025-04-11 00:30:00,3194.871,3217.888,3194.62,3212.616,9689,159,0,,,
2025-04-11 00:45:00,3212.583,3215.985,3203.393,3205.6,8108,159,0,,,
2025-04-11 01:00:00,3205.55,3219.465,3204.99,3210.475,10537,159,0,3202.707,,
2025-04-11 01:15:00,3210.506,3212.53,3200.992,3210.822,8137,159,0,3206.8720000000003,,77.75610283990855
2025-04-11 01:30:00,3210.771,3216.122,3207.797,3214.666,6905,159,0,3210.8358,,81.62565188429842
2025-04-11 01:45:00,3214.635,3216.218,3205.523,3207.168,5679,159,0,3209.7462000000005,3205.9553326837367,58.006301234938114
2025-04-11 02:00:00,3207.209,3217.574,3205.98,3216.456,5143,159,0,3211.9174000000003,3208.288814309573,70.63643783073002
2025-04-11 02:15:00,3216.482,3219.603,3213.933,3216.146,4043,160,0,3213.0516000000002,3210.034855574112,69.79567565024585
2025-04-11 02:30:00,3216.107,3219.899,3214.812,3217.056,4021,159,0,3214.2984,3211.595109890976,71.01112451255868
2025-04-11 02:45:00,3217.08,3219.715,3214.874,3217.388,3241,159,0,3214.8428000000004,3212.882418804092,71.5129957241645
2025-04-11 03:00:00,3217.354,3219.624,3214.168,3216.421,3226,160,0,3216.6934,3213.6687701809606,67.43261618438149
2025-04-11 03:15:00,3216.405,3219.752,3214.874,3219.103,2844,159,0,3217.2228,3214.8763768074136,72.63019253565429
2025-04-11 03:30:00,3219.063,3220.137,3215.089,3216.138,2716,159,0,3217.2212,3215.156737516877,59.93966955526847
2025-04-11 03:45:00,3216.229,3218.889,3214.718,3217.686,2165,160,0,3217.3472,3215.71879584646,63.892328245433134
2025-04-11 04:00:00,3217.693,3218.141,3214.592,3216.186,2445,159,0,3217.1068,3215.8226189916913,57.31642478235382
2025-04-11 04:15:00,3216.223,3217.011,3210.717,3216.201,2558,160,0,3217.0628000000006,3215.906703660204,57.36907651912063
2025-04-11 04:30:00,3216.133,3217.268,3212.351,3213.815,2011,159,0,3216.0052,3215.441880624603,46.43549559847526
2025-04-11 04:45:00,3213.9,3213.992,3208.438,3208.601,2082,159,0,3214.4978,3213.9216849302466,30.961834448115297
2025-04-11 05:00:00,3208.581,3209.714,3204.022,3208.591,2721,159,0,3212.6788,3212.737088279081,30.938107222674617
2025-04-11 05:15:00,3208.666,3218.649,3208.081,3217.005,4385,159,0,3212.8426,3213.685513105952,61.06460357580526
2025-04-11 05:30:00,3217.052,3219.286,3189.007,3189.074,8341,159,0,3207.4172,3208.216287971296,22.305056252009564
2025-04-11 05:45:00,3189.19,3196.221,3187.188,3195.822,8958,159,0,3203.8186,3205.4620017554525,34.380237155264155
2025-04-11 06:00:00,3195.798,3202.022,3190.225,3195.032,6837,159,0,3201.1048,3203.1442235875743,33.645617314641186
2025-04-11 06:15:00,3195.003,3203.549,3192.588,3202.692,5642,159,0,3199.925,3203.043729457002,46.85784067240165
2025-04-11 06:30:00,3202.698,3209.574,3199.805,3206.404,4925,159,0,3197.8048000000003,3203.7904562443346,52.372566401742425
2025-04-11 06:45:00,3206.328,3207.477,3194.761,3197.219,5343,160,0,3199.4338,3202.330132634482,40.03614027928297
2025-04-11 07:00:00,3197.24,3213.101,3193.912,3211.643,6377,159,0,3202.598,3204.399658715708,58.470557320790384
2025-04-11 07:15:00,3211.667,3212.864,3202.737,3205.85,4098,159,0,3204.7616,3204.721956778884,50.92532375149273
2025-04-11 07:30:00,3205.877,3212.389,3205.065,3208.945,3697,159,0,3206.0122,3205.6604108280208,54.67514247610435
2025-04-11 07:45:00,3208.875,3212.703,3204.358,3212.406,3019,159,0,3207.2126,3207.159430644016,58.89034859776913
2025-04-11 08:00:00,3212.43,3219.563,3208.511,3218.018,7117,159,0,3211.3724,3209.572446056457,65.18959693180673
2025-04-11 08:15:00,3218.004,3227.449,3215.775,3219.292,5775,159,0,3212.9022,3211.7323469328,66.58444413927278
2025-04-11 08:30:00,3219.264,3219.963,3213.323,3217.688,4134,159,0,3215.2698,3213.055825392177,62.783600653295906
2025-04-11 08:45:00,3217.728,3224.752,3215.715,3216.002,4917,159,0,3216.6812,3213.710530860582,58.566708653857496
