time,open,high,low,close,tick_volume,spread,real_volume,EMA_8,EMA_21,RSI,Stoch_K,Stoch_D,BB_High,BB_Low,BB_Mid
2025-05-03 03:23:00,96363.99,96376.82,96353.81,96374.16,340,2880,0,96393.04058539972,96430.7667877488,33.094308201987545,44.43870523416557,39.262708612332474,96464.38677790506,96336.47322209495,96400.43000000001
2025-05-03 03:22:00,96395.1,96400.9,96351.02,96363.95,402,2880,0,96398.43503837107,96436.42746652367,27.232063737166072,22.20640569393775,34.35306638154539,96477.30329406443,96339.67670593558,96408.49
2025-05-03 03:21:00,96377.51,96395.72,96356.01,96394.66,350,2880,0,96408.28790647708,96443.67521317604,35.1788086387359,51.143014908894116,38.79090671901937,96499.73236712707,96343.06963287292,96421.401
2025-05-03 03:20:00,96387.21,96387.21,96355.54,96377.73,395,2880,0,96412.18159404196,96448.57673449365,24.81082263080843,29.709778541804305,21.743235082721327,96517.54735258235,96344.73064741764,96431.139
2025-05-03 03:19:00,96367.35,96406.43,96348.35,96387.12,404,2880,0,96422.02490662537,96455.66140794301,26.85268749437148,35.519926706359676,16.170258959307873,96528.58025076869,96356.9477492313,96442.764
2025-05-03 03:18:00,96415.22,96418.6,96359.03,96359.03,396,2880,0,96431.99773708977,,7.28867240016983,0.0,10.755897114273154,96537.21431677465,96370.84968322536,96454.032
2025-05-03 03:17:00,96437.99,96438.9,96405.86,96419.49,352,2880,0,96452.84566197256,,14.388401466354225,12.990850171563938,15.030906142804037,96526.08031317857,96410.17168682144,96468.126
2025-05-03 03:16:00,96446.41,96447.24,96420.62,96438.0,361,2880,0,96462.37585110759,,19.32922393025747,19.276841171255526,13.77483727015831,96526.78704493713,96425.57895506285,96476.18299999999
2025-05-03 03:15:00,96443.75,96457.5,96439.53,96446.41,383,2880,0,96469.34037999545,,22.31316836500261,12.82502708559265,13.584409537795606,96524.73641336788,96437.0755866321,96480.90599999999
2025-05-03 03:14:00,96454.76,96454.79,96436.94,96443.75,406,2880,0,96475.891917137,,18.919808399447604,9.222643553626753,30.71137557807386,96521.68303889317,96446.83696110682,96484.26
2025-05-03 03:13:00,96493.15,96510.78,96441.87,96454.76,339,2880,0,96485.0753220333,,22.389452115527575,18.705557974167412,45.77818670120926,96516.97534858485,96463.04265141513,96490.00899999999
2025-05-03 03:12:00,96492.14,96494.28,96479.84,96493.06,351,2880,0,96493.73684261425,,49.403618698095045,64.20592520642742,64.31009909654438,96509.00436869773,96480.57963130224,96494.79199999999
2025-05-03 03:11:00,96494.06,96495.13,96486.22,96492.04,354,2880,0,96493.9302262183,,47.97060109912747,54.42307692303293,72.51155382409614,96510.05406302358,96477.11393697643,96493.584
2025-05-03 03:10:00,96499.8,96500.04,96480.72,96493.98,365,2880,0,96494.4702908521,,50.292762080657425,74.30129516017278,84.15616591084824,96513.95462121561,96468.26937878437,96491.112
2025-05-03 03:09:00,96500.02,96500.43,96497.9,96499.8,351,2880,0,96494.6103739527,,57.44315511052872,88.81028938908273,82.12783271456351,96513.27575837135,96466.57624162866,96489.926
2025-05-03 03:08:00,96500.07,96500.21,96486.65,96499.97,357,2880,0,96493.12762365348,,57.64836133985269,89.35691318328922,65.73768128660566,96512.5177693119,96466.72023068808,96489.61899999999
2025-05-03 03:07:00,96485.46,96501.52,96483.44,96500.06,364,2880,0,96491.17265898302,,57.74196452093044,68.21629557131858,45.914622108583934,,,
2025-05-03 03:06:00,96487.69,96496.73,96472.18,96485.23,374,2880,0,96488.63341869247,,45.16734818686504,39.63983510520917,48.17056142990316,,,
2025-05-03 03:05:00,96501.34,96503.28,96476.99,96479.95,376,2880,0,,,39.69068798837275,29.887735649224037,54.9670837802191,,,
2025-05-03 03:04:00,96502.49,96503.14,96492.2,96501.24,366,2880,0,,,,74.98411353527628,,,,
2025-05-03 03:03:00,96480.83,96513.05,96478.07,96502.59,375,2880,0,,,,60.029402156156976,,,,
2025-05-03 03:02:00,96466.96,96489.45,96466.96,96480.98,392,2880,0,,,,,,,,
2025-05-03 03:01:00,96482.29,96492.61,96465.84,96467.32,358,2880,0,,,,,,,,
2025-05-03 03:00:00,96496.93,96511.69,96481.92,96482.12,342,2880,0,,,,,,,,
2025-05-03 02:59:00,96527.06,96527.06,96489.95,96496.73,331,2880,0,,,,,,,,
