time,open,high,low,close,tick_volume,spread,real_volume,MA_5,EMA_8,RSI_6
2025-04-14 00:00:00,83706.64,85119.95,83619.03,84729.54,11645,2880,0,,,
2025-04-14 00:30:00,84729.82,85046.24,84176.29,84310.52,11158,2880,0,,,
2025-04-14 01:00:00,84310.52,84626.22,84232.98,84520.34,10963,2880,0,,,
2025-04-14 01:30:00,84520.53,84664.07,84036.1,84196.34,10825,2880,0,,,
2025-04-14 02:00:00,84198.15,84990.74,83987.94,84984.59,11284,2880,0,84548.26599999999,,
2025-04-14 02:30:00,84984.49,85526.83,84936.91,85093.22,11844,2880,0,84621.00200000001,,67.49825411475844
2025-04-14 03:00:00,85091.98,85121.38,84553.3,84662.32,11265,2880,0,84691.362,,48.43739745669069
2025-04-14 03:30:00,84658.81,84784.91,84416.93,84544.88,10473,2880,0,84696.26999999999,84675.23650046653,44.3420872617943
2025-04-14 04:00:00,84545.0,84815.47,84378.09,84772.91,11069,2880,0,84811.584,84696.94172258509,53.502108005692676
2025-04-14 04:30:00,84773.2,85077.66,84696.52,84852.47,11577,2880,0,84785.16,84731.50356201062,56.49952763967734
2025-04-14 05:00:00,84852.83,84988.87,84578.56,84685.01,10991,2880,0,84703.51800000001,84721.17165934159,48.58830524890863
2025-04-14 05:30:00,84685.01,84743.06,84299.37,84547.31,11004,2880,0,84680.516,84682.53573504346,42.689978688864684
2025-04-14 06:00:00,84547.32,84565.91,84230.97,84327.82,10974,2880,0,84637.104,84603.71001614492,34.64537921956972
2025-04-14 06:30:00,84327.82,84627.86,84292.88,84596.7,11167,2880,0,84601.862,84602.15223477938,48.82235998478837
2025-04-14 07:00:00,84597.25,84771.57,84182.53,84463.83,10910,2880,0,84524.13399999999,84571.41396038397,43.25790520633301
2025-04-14 07:30:00,84464.22,84629.91,84340.25,84566.06,11306,2880,0,84500.344,84570.22419140975,48.660339718803165
2025-04-14 08:00:00,84566.13,84788.93,84417.03,84595.91,11095,2880,0,84510.064,84575.93214887424,50.31775958085835
2025-04-14 08:30:00,84595.19,84963.9,84463.2,84764.45,10891,2880,0,84597.38999999998,84617.82500467997,59.23460273493178
2025-04-14 09:00:00,84764.48,84912.22,84436.91,84491.29,11298,2880,0,84576.308,84589.70611475108,43.90791966861955
2025-04-14 09:30:00,84492.71,84540.11,84219.31,84410.83,10929,2880,0,84565.70800000001,84549.95586702862,40.228722142769456
2025-04-14 10:00:00,84415.33,84642.65,84268.55,84608.55,11610,2880,0,84574.206,84562.9767854667,52.071550672245394
2025-04-14 10:30:00,84608.45,84806.07,84517.73,84637.8,11584,2880,0,84582.584,84579.60416647409,53.70009474945902
2025-04-14 11:00:00,84637.69,84886.1,84477.48,84829.02,11881,2880,0,84595.49799999999,84635.02990725762,63.44436218043645
2025-04-14 11:30:00,84829.02,84976.28,84801.12,84935.58,11210,2880,0,84684.356,84701.81881675593,67.95439508495194
2025-04-14 12:00:00,84934.39,85058.43,84745.94,85035.69,11797,2880,0,84809.32800000001,84776.01241303238,71.86731550846994
2025-04-14 12:30:00,85035.98,85237.15,84910.24,85148.16,11340,2880,0,84917.25,84858.71187680296,75.8438184381855
2025-04-14 13:00:00,85148.13,85295.66,84945.61,84948.69,11568,2880,0,84979.428,84878.70701529119,58.304449332769494
2025-04-14 13:30:00,84948.05,85062.35,84041.33,84365.14,12741,2880,0,84886.652,84764.58101189315,32.17952176316196
2025-04-14 14:00:00,84365.14,85098.3,84248.45,85061.03,2736,2880,0,84911.742,84830.45856480578,58.67642247294159
2025-04-14 14:30:00,85064.48,85799.39,84933.69,85431.92,12239,2880,0,84990.98800000001,84964.11666151561,66.93778911094091
2025-04-14 15:00:00,85431.92,85485.98,84400.69,84552.19,12246,2880,0,84871.794,84872.57740340102,42.66173767858542
2025-04-14 15:30:00,84552.19,84782.14,83688.99,84073.21,12131,2880,0,84696.698,84694.94020264524,34.48947234651054
2025-04-14 16:00:00,84073.21,84476.17,83822.65,84188.67,12498,2880,0,84661.40400000001,84582.43571316852,37.928919512226074
2025-04-14 16:30:00,84188.67,84665.76,84094.3,84323.38,11765,2880,0,84513.874,84524.86777690885,42.179141463310586
2025-04-14 17:00:00,84325.38,84643.04,84181.17,84503.57,11695,2880,0,84328.204,84520.13493759578,47.90487917212681
2025-04-14 17:30:00,84503.57,84894.46,84387.36,84850.62,11377,2880,0,84387.89000000001,84593.57606257449,57.60730896796694
2025-04-14 18:00:00,84849.82,85064.45,84787.4,84893.2,11108,2880,0,84551.888,84660.15915978016,58.73872152416893
2025-04-14 18:30:00,84893.18,85022.09,84673.85,84984.28,10663,2880,0,84711.01000000001,84732.18601316235,61.3841397040299
2025-04-14 19:00:00,84984.28,85207.54,84933.17,84965.94,11094,2880,0,84839.52200000001,84784.13134357071,60.447680527437356
2025-04-14 19:30:00,84965.99,85158.94,84751.72,84912.32,10937,2880,0,84921.27200000001,84812.61771166611,57.37670064302374
2025-04-14 20:00:00,84912.83,84966.1,84519.3,84627.29,11156,2880,0,84876.606,84771.4337757403,43.33349982817654
2025-04-14 20:30:00,84627.43,84913.59,84563.27,84835.64,11073,2880,0,84865.09400000001,84785.70182557579,53.34905748669433
2025-04-14 21:00:00,84835.17,84956.83,84678.57,84762.11,10324,2880,0,84820.66,84780.45919767005,49.63388229114438
2025-04-14 21:30:00,84762.68,84767.55,84421.79,84677.74,10299,2880,0,84763.01999999999,84757.63270929892,45.29108095719683
2025-04-14 22:00:00,84677.51,84723.23,84388.94,84471.2,10079,2880,0,84674.796,84693.98099612138,36.03014135681771
